ticker,history_dev
HDG,"  Ngày 09/10/1990: Tiền thân của công ty là Xí nghiệp xây dựng trực thuộc Viện kỹ thuật quân sự - Bộ Quốc Phòng được thành lập. Ngày 12/12/1992: Công ty Xây dựng Hà Đô được thành lập. Ngày 18/04/1996: Công ty Xây dựng Hà Đô sáp nhập với Công ty Thiết bị cơ điện, lấy tên gọi chung là Công ty Hà Đô - HADOCO. Ngày 09/12/2004: Công ty Hà Đô chuyển đổi sang mô hình hoạt động công ty cổ phần, vốn điều lệ ban đầu 16,8 tỷ đồng. Ngày 02/02/2010: Cổ phiếu của công ty được giao dịch trên sàn HOSE. Vốn điều lệ của công ty tại thời điểm niêm yết là 135 tỷ đồng. Tháng 05/2010: Đổi tên thành Công ty Cổ phần Tập đoàn Hà Đô, vốn điều lệ 202,5 tỷ đồng. Năm 2011: Tăng vốn điều lệ lên 405 tỷ đồng. Năm 2013: Tăng vốn điều lệ lên 556,87 tỷ đồng. Tháng 07/2014: Tăng vốn điều lệ lên 651,5 tỷ đồng. Ngày 06/05/2019: Tăng vốn điều lệ lên 949.52 tỷ đồng. Ngày 05/07/2019: Tăng vốn điều lệ lên 1.186,81 tỷ đồng. Ngày 10/07/2020: Tăng vốn điều lệ lên 1.542,75 tỷ đồng. Ngày 11/08/2021: Tăng vốn điều lệ lên 1.636,37 tỷ đồng; Ngày 26/01/2022: Tăng vốn điều lệ lên 1.963,57 tỷ đồng Ngày 28/03/2022: Tăng vốn điều lệ lên 2.038,38 tỷ đồng; Ngày 16/08/2022: Tăng vốn điều lệ lên 2.446,05 tỷ đồng; Ngày 20/07/2023: Tăng vốn điều lệ lên 3.057,56 tỷ đồng; Ngày 16/07/2024: Tăng vốn điều lệ lên 3.363,31 tỷ đồng;   "
HDC,"  Ngày 29/05/1990: Tiền thân là Công ty Phát triển Nhà Tỉnh Bà Rịa - Vũng Tàu là doanh nghiệp nhà nước được thành lập; Ngày 19/10/1990: Sáp nhập Xí Nghiệp Dịch Vụ Nhà đất và Xí Nghiệp Xây Dựng Nhà thuộc Sở Xây Dựng Đặc Khu - Vũng Tàu - Côn Đảo vào Công Ty Phát Triển Nhà; Ngày 26/09/2001: Chuyển thành Công Ty Cổ Phần Phát Triển Nhà Bà Rịa Vũng Tàu với vốn điều lệ ban đầu hơn 20 tỷ đồng, trong đó nhà nước nắm giữ 40%; Tháng 03/2007: Phát hành thêm cổ phiếu nâng vốn điều lệ lên hơn 81 tỷ đồng; Ngày 08/10/2007: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Tháng 06/2011: Tăng vốn điều lệ lên 238,999 tỷ đồng; Tháng 07/2012: Tăng vốn điều lệ lên 274,097 tỷ đồng; Năm 2014: Tăng vốn điều lệ lên 411 tỷ đồng; Ngày 13/01/2017: Tăng vốn điều lệ lên 450.789.260.000 đồng; Ngày 09/08/2018: Tăng vốn điều lệ lên 504.312.670.000 đồng; Ngày 12/07/2019: Tăng vốn điều lệ lên 579.244.400.000 đồng; Ngày 30/06/2020: Tăng vốn điều lệ lên 665.158.370.000 đồng; Ngày 03/08/2021: Tăng vốn điều lệ lên 831.438.740.000 đồng; Ngày 28/10/2021: Tăng vốn điều lệ lên 864.696.640.000 đồng; Ngày 18/07/2022: Tăng vốn điều lệ lên 1.080.856.930.000 đồng; Ngày 05/07/2024: Tăng vốn điều lệ lên 1.550.951.250.000 đồng; Ngày 10/10/2024: Tăng vốn điều lệ lên 1.784.549.660.000 đồng;       "
HDB,"  Ngày 11/02/1989: Ngân hàng Phát triển Nhà Thành phố Hồ Chí Minh (HDBank) được thành lập theo Quyết định số 47/QĐ-UB; Ngày 06/06/1992: Chính thức chuyển đổi thành Ngân hàng Thương mại Cổ phần Phát triển Nhà Thành phố Hồ Chí Minh với vốn điều lệ là 5 tỷ đồng theo Giấy phép hoạt động số 0019/NHGP của Ngân hàng Nhà nước Việt Nam; Tháng 08/2008: Tăng vốn điều lệ lên 49,72 tỷ đồng; Tháng 11/2007: Tăng vốn điều lệ lên 1.000 tỷ đồng; Tháng 08/2010: Tăng vốn điều lệ lên 2.000 tỷ đồng; Tháng 01/2011: Tăng vốn điều lệ lên 3.000 tỷ đồng; Ngày 19/09/2011: Đổi tên thành Ngân hàng Thương mại Cổ phần Phát triển Thành phố Hồ Chí Minh; Tháng 06/2012: Tăng vốn điều lệ lên 5.000 tỷ đồng; Tháng 12/2017: Tăng vốn điều lệ lên 9.809.99 tỷ đồng;  Ngày 25/12/2017: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 05/01/2018: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 28/10/2020: Tăng vốn điều lệ lên 12.707.76 tỷ đồng; Ngày 24/12/2020: Tăng vốn điều lệ lên 16.088,48 tỷ đồng; Ngày 27/10/2021: Tăng vốn điều lệ lên 20.072,90 tỷ đồng; Ngày 29/06/2022: Tăng vốn điều lệ lên 20.272,90 tỷ đồng; Ngày 02/11/2022: Tăng vốn điều lệ lên 25.303,42 tỷ đồng; Ngày 29/08/2023: Tăng vốn điều lệ lên 29.076,32 tỷ đồng; Ngày 08/10/2024: Tăng vốn điều lệ lên 29.276,32 tỷ đồng; Ngày 26/12/2024: Tăng vốn điều lệ lên 35.101,42 tỷ đồng;   "
HCM,"  Ngày 23/04/2003: Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh được thành lập với vốn điều lệ ban đầu là 50 tỷ đồng theo Giấy chứng nhận đăng ký kinh doanh số 4103001573 cấp bởi Sở Kế hoạch và Đầu tư Thành phố Hồ Chí Minh; Năm 2006: Tăng vốn điều lệ lên 100 tỷ đồng; Năm 2007: Tăng vốn điều lệ lên 200 tỷ đồng; Năm 2008: Tăng vốn điều lệ lên 395 tỷ đồng; Năm 2009: Niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Năm 2010: Tăng vốn điều lệ lên 600 tỷ đồng; Năm 2011: Tăng vốn điều lệ lên 998 tỷ đồng; Năm 2012: Tăng vốn điều lệ lên hơn 1.008 tỷ đồng; Năm 2013: Tăng vốn điều lệ lên hơn 1.273 tỷ đồng; Ngày 02/03/2017: Tăng vốn điều lệ lên 1.297,5 tỷ đồng; Ngày 25/06/2019: Tăng vốn điều lệ lên 3.058,82 tỷ đồng; Ngày 27/12/2022: Tăng vốn điều lệ lên 4.580,52 tỷ đồng; Ngày 01/03/2024: Tăng vốn điều lệ lên 5.266,32 tỷ đồng; Ngày 10/06/2024: Tăng vốn điều lệ lên 7.048,11 tỷ đồng; Ngày 15/11/2024: Tăng vốn điều lệ lên 7.208,11 tỷ đồng;   "
HCD,"  Ngày 06/12/2011: Công ty Cổ phần Luyện kim HCD được thành lập với vốn điều lệ ban đầu 45 tỷ đồng; Ngày 14/09/2015: Tăng vốn điều lệ lên 90 tỷ đồng; Ngày 27/11/2015: Tăng vốn điều lệ lên 135 tỷ đồng; Ngày 27/06/2016: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 04/07/2016: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 22/03/2018: Tăng vốn điều lệ lên 270 tỷ đồng; Ngày 02/03/2022: Tăng vốn điều lệ lên 315,89 tỷ đồng; Ngày 21/09/2023: Tăng vốn điều lệ lên 369,58 tỷ đồng;   "
HAX,"  Ngày 03/12/1992: Tiền thân là Cửa hàng trưng bày và Xưởng sửa chữa xe Ô tô (SAMCO3) được thành lập trực thuộc Công ty Cơ khí Ô tô Sài Gòn (Nay là Tổng Công ty Cơ khí Giao thông Vận tải Sài Gòn); Ngày 15/10/1999: UBND Thành phố Hồ Chí Minh ban hành Quyết định số 6418/QĐ-UB-KT về việc cổ phần hóa và chuyển đổi Cửa hàng trưng bày và Xưởng sửa chữa xe Ô tô (SAMCO3) thành Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh (Haxaco); Ngày 17/05/2000: Chính thức hoạt động theo mô hình công ty cổ phần với vốn điều lệ ban đầu 4,5 tỷ đồng; Tháng 9/2002: Đạt được chứng nhận ISO 9001-2000 do tổ chức Quacert và JAS - ANZ của New Zealand cấp trên 2 lĩnh vực, bao gồm đại lý bán ô tô và cung cấp dịch vụ bảo dưỡng và sữa chữa ô tô; Tháng 10/2003: Tăng vốn điều lệ lên 11,25 tỷ đồng; Ngày 11/8/2004: Trở thành nhà phân phối đầu tiên của Mercedes-Benz tại Việt Nam; Tháng 08/2005: Tăng vốn điều lệ lên 16.257.300.000 đồng; Ngày 26/12/2006: Niêm yết cổ phiếu tại Sở giao dịch chứng khoán Thành phố Hồ Chí Minh (HOSE); Tháng 01/2008: Tăng vốn điều lệ lên 43.312.110.000 đồng; Tháng 10/2008: Khai trương Showroom thứ 2 tại 104 Nguyễn Văn Cừ, thành phố Hồ Chí Minh; Tháng 10/2009: Tăng vốn điều lệ lên 80.558.460.000 đồng; Tháng 10/2010: Khai trương HAXACO Cần Thơ; Tháng 09/2011: Tăng vốn điều lệ lên 111.161.690.000 đồng và khai trương Showroom và Workshop Võ Văn Kiệt; Tháng 02/2015: Khai trương Chi nhánh HAXACO Hà Nội tại 46 Láng Hạ, Phường Láng Hạ, quận Đống Đa, Hà Nội; Tháng 11/2016: Thành lập Chi nhánh Kim Giang tại 256 Kim Giang, quận Hoàng Mai, Hà Nội; Ngày 14/07/2017: Tăng vốn điều lệ lên 233.424.330.000 đồng; Ngày 03/07/2018: Tăng vốn điều lệ lên 350.133.990.000 đồng; Ngày 19/08/2019: Tăng vốn điều lệ lên 367.443.990.000 đồng; Ngày 17/06/2021: Tăng vốn điều lệ lên 477.669.820.000 đồng; Ngày 22/11/2021: Tăng vốn điều lệ lên 495.169.820.000 đồng; Ngày 02/08/2022: Tăng vốn điều lệ lên 569.434.340.000 đồng; Ngày 08/03/2023: Tăng vốn điều lệ lên 719.434.340.000 đồng; Ngày 10/07/2023: Tăng vốn điều lệ lên 899.275.650.000 đồng; Ngày 25/10/2023: Tăng vốn điều lệ lên 934.275.650.000 đồng; Ngày 24/05/2024: Tăng vốn điều lệ lên 1.074.396.810.000 đồng;   "
HAS,"  Ngày 18/12/1996, Công ty Cổ phần Hacisco được chính thức thành lập theo quyết định số 4351/QĐ-TCCB của Tổng công ty Bưu chính Viễn thông Việt Nam thay thế cho Công ty Xây dựng Bưu điện Hà Nội. Bắt đầu từ thời điểm này, Công ty trở thành một trong 15 thành viên chính thức của Bưu điện Hà Nội, hạch toán kinh tế phụ thuộc. Ngày 13/10/2000: Đổi tên thành Công ty Cổ phần Xây lắp Bưu điện Hà Nội với số vốn điều lệ 12 tỷ đồng. Ngày 18/12/2002: Cổ phiếu của Công ty niêm yết và giao dịch tại TTGD CK TP.HCM với số vốn điều lệ 59.9 tỷ đồng.  Ngày 1/9/2011: Đổi tên thành Công ty Cổ phần Hacisco. Năm 2014: Tăng vốn điều lệ lên 80 tỷ đồng.   "
HAR,"  Ngày 10/07/2007: Công ty Cổ phần Đầu tư Thương mại Bất động sản An Dương Thảo Điền được thành lập với vốn điều lệ ban đầu là 32 tỷ đồng. Năm 2010: Phát hành tăng vốn từ 32 tỷ đồng lên 100 tỷ đồng thông qua hình thức góp vốn bằng tiền mặt. Năm 2012: Phát hành cho cổ đông hiện hữu tăng vốn điều lệ lên 350 tỷ đồng. Ngày 06/11/2012: Công ty trở thành công ty đại chúng. Ngày 17/01/2013: 35 triệu cổ phiếu của Công ty được niêm yết và giao dịch trên sàn HOSE. Tháng 09/2013: Thay đổi đăng ký kinh doanh. Vốn điều lệ là 363,998 tỷ đồng. Năm 2014: Công ty phát hành cổ phiếu ra công chúng, nâng vốn điều lệ lên 545,998 tỷ đồng. Năm 2015: Tăng vốn điều lệ lên 967,7 tỷ đồng. Năm 2017: Tăng vốn điều lệ lên 1.011.301.000.000 đồng. Năm 2018: Tăng vốn điều lệ lên 1.013.501.000.000 đồng.   "
HAP,"  Ngày 14/09/1960: Tiền thân là Xí nghiệp giấy bìa Đồng Tiến, được thành lập. Tháng 12/1986: Công ty đổi tên thành Nhà máy giấy Hải Phòng. Tháng 12/1992: Công ty đổi tên thành Công ty Giấy Hải phòng HAPACO. Đầu năm 1998: Công ty tách 3 phân xưởng sản xuất để tiến hành cổ phần hóa một bộ phận thành lập Công ty Cổ phần Hải Âu (HASCO). Năm 1999: Công ty hợp nhất với Công ty Cổ phần Hải Âu và đổi tên Công ty Cổ phần Giấy Hải phòng HAPACO. Tháng 8/2000: Công ty niêm yết cổ phiếu trên sàn HOSE. Ngày 25/11/2006: Nhà máy Giấy Kraft của công ty đã đi vào sản xuất, đây là Nhà máy sản xuất giấy Kraft xuất khẩu lớn nhất miền Bắc và lớn thứ 2 trong cả nước với công suất 22.000 tấn/năm. Ngày 08/08/2009: Đổi tên thành Công ty Cổ phần Tập Đoàn Hapaco. Năm 2013: Công ty mua lại Xí nghiệp Sản xuất Giấy xuất khẩu của công ty TNHH Một thành viên Lâm trường Việt Hưng, tăng sản lượng giấy xuất khẩu thêm 10%. Ngày 17/06/2021: Giao dịch trên thị trường UPCOM; Ngày 21/03/2022: Tăng vốn điều lệ lên 1.110.977.720.000 tỷ đồng;    "
HAH,"  2009: Công ty cổ phần Vận tải và Xếp dỡ Hải An tiền thân là Công ty TNHH Vận tải và Xếp dỡ Hải An được thành lập với VĐL 150 tỷ đồng. Ngày 07/10/2010: Công ty thực hiện tăng vốn điều lệ lên 187,5 tỷ đồng. Ngày 19/09/2011: Công ty chính thức chuyển đổi sang hình thức công ty cổ phần và đổi tên thành Công ty cổ phần Vận tải và Xếp dỡ Hải An . Ngày 13/04/2012: Công ty nhận sáp nhập Công ty cổ phần Đóng tàu Hải An và tăng VĐL lên 231,96 tỷ đồng. Ngày 25/07/2014: Công ty nộp hồ sơ đăng ký công ty đại chúng và đƣợc Ủy ban chấp thuận thành công ty đại chúng theo Công văn số 4886/UBCK-QLPH ngày 29/08/2014. Ngày 11/3/2015: Công ty chính thức được niêm yết trên sàn HOSE. Ngày 15/08/2018: Tăng vốn điều lệ lên 487.827.510.000 đồng. Ngày 17/11/2022: Tăng vốn điều lệ lên 703.446.670.000 đồng; Ngày 25/08/2023: Tăng vốn điều lệ lên 1.055.168.810.000 đồng; Ngày 05/07/2024: Tăng vốn điều lệ lên 1.213.430.910.000 đồng;   "
HAG,"  Năm 1993: Tiền thân ban đầu là Xí nghiệp tự doanh Hoàng Anh được thành lập; Ngày 01/06/2006: Chuyển đổi thành Công ty cổ phần Hoàng Anh Gia Lai với vốn điều lệ 296 tỷ đồng; Ngày 04/06/2008: Sáp nhập các Công ty Hoàng Anh Quy Nhơn, Hoàng Anh Sài Gòn và Công ty cổ phần kinh doanh nhà Hoàng Anh vào Công ty cổ phần Hoàng Anh Gia Lai. Ngày 15/12/2008: Cổ phiếu của công ty niêm yết tại HOSE; Năm 2009: Tăng vốn điều lệ lên 2.704 tỷ đồng; Tháng 05/2012: Tăng vốn điều lệ lên 5.373 tỷ đồng; Tháng 06/2013: Tăng vốn điều lệ lên 7.181 tỷ đồng; Ngày 07/08/2017: Tăng vốn điều lệ lên 9.274,6 tỷ đồng; Ngày 25/04/2024: Tăng vốn điều lệ lên 10.057,46 tỷ đồng;   "
GVR,  Ngày 29/04/1995: Tổng Công ty Cao su Việt Nam được thành lập theo Quyết định số 252/TTg của Thủ tướng Chính phủ; Ngày 30/10/2006: Tập đoàn Công nghiệp Cao su Việt Nam được thành lập theo Quyết định 248/2006/QĐ-TTg của Thủ tướng Chính phủ phê duyệt Đề án thí điểm hình thành Tập đoàn Công nghiệp Cao su Việt Nam và Quyết định số 249/2006/QĐ-TTg của Thủ tướng Chính phủ về việc thành lập Công ty mẹ - Tập đoàn Công nghiệp Cao su Việt Nam; Ngày 25/06/2010: Thủ tướng Chính phủ ban hành Quyết định số 981/QĐ-TTg về việc chuyển Công ty mẹ - Tập đoàn Công nghiệp Cao su Việt Nam thành công ty TNHH MTV do Nhà nước làm chủ sở hữu; Ngày 04/03/2014: Chuyển đổi thành Công ty Cổ phần Tập đoàn Công nghiệp Cao su Việt Nam; Ngày 21/03/2018: Giao dịch trên thị trường UPCOM; Ngày 09/03/2020: Hủy đăng ký giao dịch trên thị trường UPCOM; Ngày 17/03/2020: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 20/01/2022: Tăng vốn điều lệ lên 40 tỷ đồng;   
GTA,"  Ngày 24/12/2001: Công ty Cổ phần Chế biến Gỗ Thuận An được thành lập bởi 10 cổ đông là doanh nghiệp Nhà nước trực thuộc Tổng Công ty Cao su Việt Nam, bao gồm Tổng Công ty Cao su Việt Nam, Công ty Cao su Đồng Nai, Công ty Cao su Bình Long, Công ty Cao su Phước Hòa, Công ty Cao su Phú Riềng, Công ty Cao su Dầu Tiếng, Công ty Cao su Bà Rịa, Công ty Tài chính Cao su, Công ty Công nghiệp và Xuất nhập khẩu Cao su, và Công ty Kho vận và Dịch vụ Hàng hóa) theo Giấy chứng nhận đăng ký kinh doanh số 4603000035 cấp lần đầu bởi Sở Kế hoạch và Đầu tư tỉnh Bình Dương; Tháng 04/2005: Công ty bán 49% cổ phiếu của các cổ đông sáng lập ra thị trường cho các nhà đầu tư khác; Tháng 01/2006: Tăng vốn điều lệ lên 84 tỷ đồng; Ngày 23/07/2007: Niêm yết tại Trung tâm Giao dịch Chứng khoán Thành phố Hồ Chí Minh; Ngày 22/10/2007: Tăng vốn điều lệ lên 104 tỷ đồng; Ngày 30/09/2014: 08 cổ đông sáng lập đã chuyển nhượng toàn bộ số cổ phần sở hữu cho Công ty TNHH MTV Cao su Bình Long;   "
GSP,"  Ngày 25/10/2007: Công ty Cổ phần Vận tải Sản phẩm khí Quốc tế được thành lập với 3 cổ đông chính thuộc Tập đoàn Dầu khí Quốc gia Việt Nam: PV Trans, PTSC, PV Gas; Ngày 24/12/2007: Công ty chính thức đi vào hoạt động với vốn điều lệ 300 tỷ đồng; Ngày 09/03/2012: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 04/01/2022: Tăng vốn điều lệ lên 557,99 tỷ đồng; Ngày 06/08/2024: Tăng vốn điều lệ lên 613,79 tỷ đồng;   "
GMH," Ngày 27/11/1992: Thành lập doanh nghiệp Nhà máy xi măng Đông Hà; Ngày 03/11/1996: Đổi tên thành Công ty xi măng Quảng trị; Ngày 20/06/2000: Sáp nhập Xi nghiệp sản xuất vật liệu xây dựng Vĩnh Linh vào Công ty xi măng Quảng Trị; Ngày 10/05/2004: Đổi tên Công ty xi măng Quảng trị thành Công ty Đông Trường Sơn; Ngày 30/06/2006: Chuyển đổi Công ty Nhà nước Đông Trường Sơn thành Công ty TNHH MTV Đông Trường Sơn; Ngày 08/08/2012: UBND tỉnh Quảng Trị phê duyệt phương án cổ phần hóa và chuyển Công ty TNHH MTV Đông Trường Sơn thành công ty cổ phần, với mức vốn điều lệ 40 tỷ đồng; Ngày 27/07/2015: Tăng vốn điều lệ lên 50 tỷ đồng; Tháng 09/2020: Tăng vốn điều lệ lên 160 tỷ đồng; Ngày 26/07/2021: Công ty cổ phần Minh Hưng Quảng Trị được chấp thuận trở thành Công ty đại chúng; Ngày 30/12/2021: Niêm yết tại Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 12/01/2022: Ngày giao dịch đầu tiên  tại Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 30/11/2021: Tăng vốn điều lệ lên 165 tỷ đồng;  "
GMD,"  Năm 1990: Công ty Cổ phần Đại lý Liên hiệp Vận chuyển được thành lập, trực thuộc Liên hiệp Hàng hải Việt Nam. Năm 1993: Công ty được cổ phần hóa với vốn điều lệ 6,2 tỷ đồng. Năm 1995: Thành lập ICD Phước Long, cảng cạn đầu tiên tại Việt Nam; Năm 2001: Nâng vốn điều lệ lên 200 tỷ đồng; Năm 2002: Cổ phiếu của công ty được niêm yết trên HOSE. Năm 2010: Nâng vốn điều lệ lên 1.000 tỷ đồng; Năm 2013: Tăng vốn điều lệ lên 1.144 tỷ đồng, hoàn thành và đưa vào khai thác cảng container Nam Hải Đình Vũ; Năm 2015: Đổi tên thành Công ty Cổ phần Gemadept; Ngày 15/11/2017: Tăng vốn điều lệ lên 2.882,76 tỷ đồng; Ngày 04/12/2018: Tăng vốn điều lệ lên 2.969,24 tỷ đồng; Ngày 28/01/2021: Tăng vốn điều lệ lên 3.013,77 tỷ đồng; Ngày 13/10/2023: Tăng vốn điều lệ lên 3.058,98 tỷ đồng; Ngày 24/04/2024: Tăng vốn điều lệ lên 3.104,87 tỷ đồng; Ngày 10/01/2025: Tăng vốn điều lệ lên 4.139,82 tỷ đồng;   "
